,age,gender,race,age_group
71,10,0,0,"(0, 18]"
72,10,0,0,"(0, 18]"
73,10,0,0,"(0, 18]"
74,10,0,0,"(0, 18]"
75,10,0,0,"(0, 18]"
76,10,0,0,"(0, 18]"
77,10,0,0,"(0, 18]"
78,10,0,0,"(0, 18]"
79,10,0,0,"(0, 18]"
80,10,0,0,"(0, 18]"
81,10,0,0,"(0, 18]"
82,10,0,0,"(0, 18]"
83,10,0,0,"(0, 18]"
84,10,0,0,"(0, 18]"
85,10,0,0,"(0, 18]"
86,10,0,1,"(0, 18]"
87,10,0,1,"(0, 18]"
88,10,0,1,"(0, 18]"
89,10,0,1,"(0, 18]"
90,10,0,1,"(0, 18]"
91,10,0,1,"(0, 18]"
92,10,0,1,"(0, 18]"
93,10,0,1,"(0, 18]"
94,10,0,2,"(0, 18]"
95,10,0,2,"(0, 18]"
96,10,0,3,"(0, 18]"
97,10,0,3,"(0, 18]"
98,10,0,3,"(0, 18]"
99,10,0,3,"(0, 18]"
100,10,0,4,"(0, 18]"
101,10,0,4,"(0, 18]"
102,10,0,4,"(0, 18]"
103,10,0,4,"(0, 18]"
104,10,0,4,"(0, 18]"
105,10,0,4,"(0, 18]"
106,10,0,4,"(0, 18]"
107,10,0,4,"(0, 18]"
108,10,0,4,"(0, 18]"
109,10,0,4,"(0, 18]"
110,10,1,0,"(0, 18]"
111,10,1,0,"(0, 18]"
112,10,1,0,"(0, 18]"
113,10,1,0,"(0, 18]"
114,10,1,0,"(0, 18]"
115,10,1,0,"(0, 18]"
116,10,1,0,"(0, 18]"
117,10,1,0,"(0, 18]"
118,10,1,0,"(0, 18]"
119,10,1,0,"(0, 18]"
120,10,1,0,"(0, 18]"
121,10,1,0,"(0, 18]"
122,10,1,0,"(0, 18]"
123,10,1,0,"(0, 18]"
124,10,1,0,"(0, 18]"
125,10,1,0,"(0, 18]"
126,10,1,0,"(0, 18]"
127,10,1,0,"(0, 18]"
128,10,1,0,"(0, 18]"
129,10,1,0,"(0, 18]"
130,10,1,0,"(0, 18]"
131,10,1,0,"(0, 18]"
132,10,1,0,"(0, 18]"
133,10,1,0,"(0, 18]"
134,10,1,0,"(0, 18]"
135,10,1,0,"(0, 18]"
136,10,1,0,"(0, 18]"
137,10,1,0,"(0, 18]"
138,10,1,0,"(0, 18]"
139,10,1,0,"(0, 18]"
140,10,1,0,"(0, 18]"
141,10,1,0,"(0, 18]"
142,10,1,0,"(0, 18]"
143,10,1,0,"(0, 18]"
144,10,1,0,"(0, 18]"
145,10,1,0,"(0, 18]"
146,10,1,0,"(0, 18]"
147,10,1,0,"(0, 18]"
148,10,1,0,"(0, 18]"
149,10,1,1,"(0, 18]"
150,10,1,1,"(0, 18]"
151,10,1,1,"(0, 18]"
152,10,1,1,"(0, 18]"
153,10,1,1,"(0, 18]"
154,10,1,1,"(0, 18]"
155,10,1,1,"(0, 18]"
156,10,1,1,"(0, 18]"
157,10,1,2,"(0, 18]"
158,10,1,2,"(0, 18]"
159,10,1,2,"(0, 18]"
160,10,1,2,"(0, 18]"
161,10,1,2,"(0, 18]"
162,10,1,3,"(0, 18]"
163,10,1,3,"(0, 18]"
164,10,1,3,"(0, 18]"
165,10,1,3,"(0, 18]"
166,10,1,3,"(0, 18]"
167,10,1,3,"(0, 18]"
168,10,1,3,"(0, 18]"
169,10,1,3,"(0, 18]"
170,10,1,4,"(0, 18]"
171,10,1,4,"(0, 18]"
172,10,1,4,"(0, 18]"
173,10,1,4,"(0, 18]"
174,10,1,4,"(0, 18]"
175,110,0,0,"(55, 120]"
176,110,0,2,"(55, 120]"
177,110,1,0,"(55, 120]"
178,110,1,1,"(55, 120]"
179,110,1,3,"(55, 120]"
180,111,1,0,"(55, 120]"
181,115,1,0,"(55, 120]"
182,115,1,0,"(55, 120]"
183,115,1,1,"(55, 120]"
184,116,1,0,"(55, 120]"
185,116,1,0,"(55, 120]"
186,116,1,2,"(55, 120]"
187,116,1,3,"(55, 120]"
188,11,0,0,"(0, 18]"
189,11,0,0,"(0, 18]"
190,11,0,0,"(0, 18]"
191,11,0,0,"(0, 18]"
192,11,0,0,"(0, 18]"
193,11,0,0,"(0, 18]"
194,11,0,0,"(0, 18]"
195,11,0,0,"(0, 18]"
196,11,0,0,"(0, 18]"
197,11,0,0,"(0, 18]"
198,11,0,0,"(0, 18]"
199,11,0,0,"(0, 18]"
200,11,0,0,"(0, 18]"
201,11,0,0,"(0, 18]"
202,11,0,0,"(0, 18]"
203,11,0,0,"(0, 18]"
204,11,0,0,"(0, 18]"
205,11,0,0,"(0, 18]"
206,11,0,0,"(0, 18]"
207,11,0,0,"(0, 18]"
208,11,0,0,"(0, 18]"
209,11,0,1,"(0, 18]"
210,11,0,2,"(0, 18]"
211,11,0,3,"(0, 18]"
212,11,0,3,"(0, 18]"
213,11,0,4,"(0, 18]"
214,11,1,0,"(0, 18]"
215,11,1,0,"(0, 18]"
216,11,1,0,"(0, 18]"
217,11,1,0,"(0, 18]"
218,11,1,0,"(0, 18]"
219,11,1,0,"(0, 18]"
220,11,1,0,"(0, 18]"
221,11,1,0,"(0, 18]"
222,11,1,0,"(0, 18]"
223,11,1,0,"(0, 18]"
224,11,1,0,"(0, 18]"
225,11,1,0,"(0, 18]"
226,11,1,0,"(0, 18]"
227,11,1,0,"(0, 18]"
228,11,1,0,"(0, 18]"
229,11,1,0,"(0, 18]"
230,11,1,0,"(0, 18]"
231,11,1,0,"(0, 18]"
232,11,1,0,"(0, 18]"
233,11,1,0,"(0, 18]"
234,11,1,0,"(0, 18]"
235,11,1,0,"(0, 18]"
236,11,1,0,"(0, 18]"
237,11,1,0,"(0, 18]"
238,11,1,0,"(0, 18]"
239,11,1,0,"(0, 18]"
240,11,1,0,"(0, 18]"
241,11,1,0,"(0, 18]"
242,11,1,1,"(0, 18]"
243,11,1,1,"(0, 18]"
244,11,1,2,"(0, 18]"
245,11,1,3,"(0, 18]"
246,11,1,3,"(0, 18]"
247,11,1,4,"(0, 18]"
248,11,1,4,"(0, 18]"
249,11,1,4,"(0, 18]"
250,11,1,4,"(0, 18]"
251,11,1,4,"(0, 18]"
252,11,1,4,"(0, 18]"
253,12,0,0,"(0, 18]"
254,12,0,0,"(0, 18]"
255,12,0,0,"(0, 18]"
256,12,0,0,"(0, 18]"
257,12,0,0,"(0, 18]"
258,12,0,0,"(0, 18]"
259,12,0,0,"(0, 18]"
260,12,0,0,"(0, 18]"
261,12,0,0,"(0, 18]"
262,12,0,0,"(0, 18]"
263,12,0,0,"(0, 18]"
264,12,0,0,"(0, 18]"
265,12,0,0,"(0, 18]"
266,12,0,0,"(0, 18]"
267,12,0,0,"(0, 18]"
268,12,0,0,"(0, 18]"
269,12,0,0,"(0, 18]"
270,12,0,0,"(0, 18]"
271,12,0,0,"(0, 18]"
272,12,0,0,"(0, 18]"
273,12,0,0,"(0, 18]"
274,12,0,0,"(0, 18]"
275,12,0,0,"(0, 18]"
276,12,0,0,"(0, 18]"
277,12,0,0,"(0, 18]"
278,12,0,1,"(0, 18]"
279,12,0,1,"(0, 18]"
280,12,0,2,"(0, 18]"
281,12,0,2,"(0, 18]"
282,12,0,2,"(0, 18]"
283,12,0,2,"(0, 18]"
284,12,0,3,"(0, 18]"
285,12,0,3,"(0, 18]"
286,12,0,3,"(0, 18]"
287,12,0,3,"(0, 18]"
288,12,0,3,"(0, 18]"
289,12,0,4,"(0, 18]"
290,12,0,4,"(0, 18]"
291,12,0,4,"(0, 18]"
292,12,0,4,"(0, 18]"
293,12,0,4,"(0, 18]"
294,12,0,4,"(0, 18]"
295,12,0,4,"(0, 18]"
296,12,1,0,"(0, 18]"
297,12,1,0,"(0, 18]"
298,12,1,0,"(0, 18]"
299,12,1,0,"(0, 18]"
300,12,1,0,"(0, 18]"
301,12,1,0,"(0, 18]"
302,12,1,0,"(0, 18]"
303,12,1,0,"(0, 18]"
304,12,1,0,"(0, 18]"
305,12,1,0,"(0, 18]"
306,12,1,0,"(0, 18]"
307,12,1,0,"(0, 18]"
308,12,1,0,"(0, 18]"
309,12,1,0,"(0, 18]"
310,12,1,0,"(0, 18]"
311,12,1,0,"(0, 18]"
312,12,1,0,"(0, 18]"
313,12,1,0,"(0, 18]"
314,12,1,0,"(0, 18]"
315,12,1,0,"(0, 18]"
316,12,1,0,"(0, 18]"
317,12,1,0,"(0, 18]"
318,12,1,0,"(0, 18]"
319,12,1,0,"(0, 18]"
320,12,1,0,"(0, 18]"
321,12,1,0,"(0, 18]"
322,12,1,0,"(0, 18]"
323,12,1,0,"(0, 18]"
324,12,1,0,"(0, 18]"
325,12,1,0,"(0, 18]"
326,12,1,0,"(0, 18]"
327,12,1,0,"(0, 18]"
328,12,1,0,"(0, 18]"
329,12,1,0,"(0, 18]"
330,12,1,0,"(0, 18]"
331,12,1,0,"(0, 18]"
332,12,1,0,"(0, 18]"
333,12,1,0,"(0, 18]"
334,12,1,0,"(0, 18]"
335,12,1,0,"(0, 18]"
336,12,1,0,"(0, 18]"
337,12,1,0,"(0, 18]"
338,12,1,0,"(0, 18]"
339,12,1,0,"(0, 18]"
340,12,1,0,"(0, 18]"
341,12,1,0,"(0, 18]"
342,12,1,0,"(0, 18]"
343,12,1,0,"(0, 18]"
344,12,1,0,"(0, 18]"
345,12,1,0,"(0, 18]"
346,12,1,0,"(0, 18]"
347,12,1,0,"(0, 18]"
348,12,1,0,"(0, 18]"
349,12,1,1,"(0, 18]"
350,12,1,1,"(0, 18]"
351,12,1,1,"(0, 18]"
352,12,1,1,"(0, 18]"
353,12,1,1,"(0, 18]"
354,12,1,1,"(0, 18]"
355,12,1,1,"(0, 18]"
356,12,1,2,"(0, 18]"
357,12,1,2,"(0, 18]"
358,12,1,2,"(0, 18]"
359,12,1,2,"(0, 18]"
360,12,1,2,"(0, 18]"
361,12,1,2,"(0, 18]"
362,12,1,2,"(0, 18]"
363,12,1,2,"(0, 18]"
364,12,1,2,"(0, 18]"
365,12,1,2,"(0, 18]"
366,12,1,2,"(0, 18]"
367,12,1,3,"(0, 18]"
368,12,1,3,"(0, 18]"
369,12,1,3,"(0, 18]"
370,12,1,3,"(0, 18]"
371,12,1,3,"(0, 18]"
372,12,1,3,"(0, 18]"
373,12,1,3,"(0, 18]"
374,12,1,3,"(0, 18]"
375,12,1,3,"(0, 18]"
376,12,1,3,"(0, 18]"
377,12,1,4,"(0, 18]"
378,12,1,4,"(0, 18]"
379,12,1,4,"(0, 18]"
380,12,1,4,"(0, 18]"
381,12,1,4,"(0, 18]"
382,12,1,4,"(0, 18]"
383,13,0,0,"(0, 18]"
384,13,0,0,"(0, 18]"
385,13,0,0,"(0, 18]"
386,13,0,0,"(0, 18]"
387,13,0,0,"(0, 18]"
388,13,0,0,"(0, 18]"
389,13,0,0,"(0, 18]"
390,13,0,0,"(0, 18]"
391,13,0,0,"(0, 18]"
392,13,0,0,"(0, 18]"
393,13,0,0,"(0, 18]"
394,13,0,0,"(0, 18]"
395,13,0,0,"(0, 18]"
396,13,0,0,"(0, 18]"
397,13,0,0,"(0, 18]"
398,13,0,0,"(0, 18]"
399,13,0,0,"(0, 18]"
400,13,0,0,"(0, 18]"
401,13,0,0,"(0, 18]"
402,13,0,0,"(0, 18]"
403,13,0,0,"(0, 18]"
404,13,0,0,"(0, 18]"
405,13,0,0,"(0, 18]"
406,13,0,0,"(0, 18]"
407,13,0,0,"(0, 18]"
408,13,0,0,"(0, 18]"
409,13,0,0,"(0, 18]"
410,13,0,0,"(0, 18]"
411,13,0,0,"(0, 18]"
412,13,0,0,"(0, 18]"
413,13,0,1,"(0, 18]"
414,13,0,1,"(0, 18]"
415,13,0,2,"(0, 18]"
416,13,0,2,"(0, 18]"
417,13,0,2,"(0, 18]"
418,13,0,3,"(0, 18]"
419,13,0,3,"(0, 18]"
420,13,0,4,"(0, 18]"
421,13,1,0,"(0, 18]"
422,13,1,0,"(0, 18]"
423,13,1,0,"(0, 18]"
424,13,1,0,"(0, 18]"
425,13,1,0,"(0, 18]"
426,13,1,0,"(0, 18]"
427,13,1,0,"(0, 18]"
428,13,1,0,"(0, 18]"
429,13,1,0,"(0, 18]"
430,13,1,0,"(0, 18]"
431,13,1,0,"(0, 18]"
432,13,1,0,"(0, 18]"
433,13,1,0,"(0, 18]"
434,13,1,0,"(0, 18]"
435,13,1,0,"(0, 18]"
436,13,1,0,"(0, 18]"
437,13,1,0,"(0, 18]"
438,13,1,0,"(0, 18]"
439,13,1,0,"(0, 18]"
440,13,1,0,"(0, 18]"
441,13,1,0,"(0, 18]"
442,13,1,0,"(0, 18]"
443,13,1,0,"(0, 18]"
444,13,1,0,"(0, 18]"
445,13,1,0,"(0, 18]"
446,13,1,0,"(0, 18]"
447,13,1,0,"(0, 18]"
448,13,1,0,"(0, 18]"
449,13,1,0,"(0, 18]"
450,13,1,0,"(0, 18]"
451,13,1,1,"(0, 18]"
452,13,1,1,"(0, 18]"
453,13,1,2,"(0, 18]"
454,13,1,3,"(0, 18]"
455,13,1,3,"(0, 18]"
456,13,1,3,"(0, 18]"
457,13,1,4,"(0, 18]"
458,13,1,4,"(0, 18]"
459,13,1,4,"(0, 18]"
460,13,1,4,"(0, 18]"
461,13,1,4,"(0, 18]"
462,13,1,4,"(0, 18]"
463,13,1,4,"(0, 18]"
464,14,0,0,"(0, 18]"
465,14,0,0,"(0, 18]"
466,14,0,0,"(0, 18]"
467,14,0,0,"(0, 18]"
468,14,0,0,"(0, 18]"
469,14,0,0,"(0, 18]"
470,14,0,0,"(0, 18]"
471,14,0,0,"(0, 18]"
472,14,0,0,"(0, 18]"
473,14,0,0,"(0, 18]"
474,14,0,0,"(0, 18]"
475,14,0,0,"(0, 18]"
476,14,0,0,"(0, 18]"
477,14,0,0,"(0, 18]"
478,14,0,0,"(0, 18]"
479,14,0,0,"(0, 18]"
480,14,0,0,"(0, 18]"
481,14,0,0,"(0, 18]"
482,14,0,0,"(0, 18]"
483,14,0,0,"(0, 18]"
484,14,0,0,"(0, 18]"
485,14,0,0,"(0, 18]"
486,14,0,0,"(0, 18]"
487,14,0,0,"(0, 18]"
488,14,0,0,"(0, 18]"
489,14,0,0,"(0, 18]"
490,14,0,0,"(0, 18]"
491,14,0,0,"(0, 18]"
492,14,0,0,"(0, 18]"
493,14,0,0,"(0, 18]"
494,14,0,0,"(0, 18]"
495,14,0,0,"(0, 18]"
496,14,0,0,"(0, 18]"
497,14,0,0,"(0, 18]"
498,14,0,0,"(0, 18]"
499,14,0,0,"(0, 18]"
500,14,0,0,"(0, 18]"
501,14,0,0,"(0, 18]"
502,14,0,0,"(0, 18]"
503,14,0,0,"(0, 18]"
504,14,0,0,"(0, 18]"
505,14,0,1,"(0, 18]"
506,14,0,1,"(0, 18]"
507,14,0,1,"(0, 18]"
508,14,0,1,"(0, 18]"
509,14,0,1,"(0, 18]"
510,14,0,1,"(0, 18]"
511,14,0,1,"(0, 18]"
512,14,0,2,"(0, 18]"
513,14,0,2,"(0, 18]"
514,14,0,2,"(0, 18]"
515,14,0,2,"(0, 18]"
516,14,0,2,"(0, 18]"
517,14,0,2,"(0, 18]"
518,14,0,2,"(0, 18]"
519,14,0,2,"(0, 18]"
520,14,0,3,"(0, 18]"
521,14,0,3,"(0, 18]"
522,14,0,3,"(0, 18]"
523,14,0,3,"(0, 18]"
524,14,0,3,"(0, 18]"
525,14,0,3,"(0, 18]"
526,14,0,3,"(0, 18]"
527,14,0,3,"(0, 18]"
528,14,0,3,"(0, 18]"
529,14,0,4,"(0, 18]"
530,14,0,4,"(0, 18]"
531,14,0,4,"(0, 18]"
532,14,0,4,"(0, 18]"
533,14,0,4,"(0, 18]"
534,14,0,4,"(0, 18]"
535,14,0,4,"(0, 18]"
536,14,0,4,"(0, 18]"
537,14,0,4,"(0, 18]"
538,14,0,4,"(0, 18]"
539,14,1,0,"(0, 18]"
540,14,1,0,"(0, 18]"
541,14,1,0,"(0, 18]"
542,14,1,0,"(0, 18]"
543,14,1,0,"(0, 18]"
544,14,1,0,"(0, 18]"
545,14,1,0,"(0, 18]"
546,14,1,0,"(0, 18]"
547,14,1,0,"(0, 18]"
548,14,1,0,"(0, 18]"
549,14,1,0,"(0, 18]"
550,14,1,0,"(0, 18]"
551,14,1,0,"(0, 18]"
552,14,1,0,"(0, 18]"
553,14,1,0,"(0, 18]"
554,14,1,0,"(0, 18]"
555,14,1,0,"(0, 18]"
556,14,1,0,"(0, 18]"
557,14,1,0,"(0, 18]"
558,14,1,0,"(0, 18]"
559,14,1,0,"(0, 18]"
560,14,1,0,"(0, 18]"
561,14,1,0,"(0, 18]"
562,14,1,0,"(0, 18]"
563,14,1,0,"(0, 18]"
564,14,1,0,"(0, 18]"
565,14,1,0,"(0, 18]"
566,14,1,0,"(0, 18]"
567,14,1,0,"(0, 18]"
568,14,1,0,"(0, 18]"
569,14,1,0,"(0, 18]"
570,14,1,0,"(0, 18]"
571,14,1,0,"(0, 18]"
572,14,1,0,"(0, 18]"
573,14,1,0,"(0, 18]"
574,14,1,0,"(0, 18]"
575,14,1,0,"(0, 18]"
576,14,1,0,"(0, 18]"
577,14,1,0,"(0, 18]"
578,14,1,0,"(0, 18]"
579,14,1,0,"(0, 18]"
580,14,1,0,"(0, 18]"
581,14,1,0,"(0, 18]"
582,14,1,0,"(0, 18]"
583,14,1,0,"(0, 18]"
584,14,1,0,"(0, 18]"
585,14,1,0,"(0, 18]"
586,14,1,0,"(0, 18]"
587,14,1,0,"(0, 18]"
588,14,1,0,"(0, 18]"
589,14,1,0,"(0, 18]"
590,14,1,0,"(0, 18]"
591,14,1,0,"(0, 18]"
592,14,1,0,"(0, 18]"
593,14,1,0,"(0, 18]"
594,14,1,0,"(0, 18]"
595,14,1,1,"(0, 18]"
596,14,1,1,"(0, 18]"
597,14,1,1,"(0, 18]"
598,14,1,1,"(0, 18]"
599,14,1,2,"(0, 18]"
600,14,1,2,"(0, 18]"
601,14,1,2,"(0, 18]"
602,14,1,2,"(0, 18]"
603,14,1,2,"(0, 18]"
604,14,1,2,"(0, 18]"
605,14,1,2,"(0, 18]"
606,14,1,3,"(0, 18]"
607,14,1,3,"(0, 18]"
608,14,1,3,"(0, 18]"
609,14,1,3,"(0, 18]"
610,14,1,3,"(0, 18]"
611,14,1,3,"(0, 18]"
612,14,1,3,"(0, 18]"
613,14,1,3,"(0, 18]"
614,14,1,3,"(0, 18]"
615,14,1,4,"(0, 18]"
616,14,1,4,"(0, 18]"
617,14,1,4,"(0, 18]"
618,14,1,4,"(0, 18]"
619,14,1,4,"(0, 18]"
620,14,1,4,"(0, 18]"
621,15,0,0,"(0, 18]"
622,15,0,0,"(0, 18]"
623,15,0,0,"(0, 18]"
624,15,0,0,"(0, 18]"
625,15,0,0,"(0, 18]"
626,15,0,0,"(0, 18]"
627,15,0,0,"(0, 18]"
628,15,0,0,"(0, 18]"
629,15,0,0,"(0, 18]"
630,15,0,0,"(0, 18]"
631,15,0,0,"(0, 18]"
632,15,0,0,"(0, 18]"
633,15,0,0,"(0, 18]"
634,15,0,0,"(0, 18]"
635,15,0,0,"(0, 18]"
636,15,0,0,"(0, 18]"
637,15,0,0,"(0, 18]"
638,15,0,0,"(0, 18]"
639,15,0,0,"(0, 18]"
640,15,0,0,"(0, 18]"
641,15,0,0,"(0, 18]"
642,15,0,0,"(0, 18]"
643,15,0,0,"(0, 18]"
644,15,0,0,"(0, 18]"
645,15,0,0,"(0, 18]"
646,15,0,0,"(0, 18]"
647,15,0,0,"(0, 18]"
648,15,0,0,"(0, 18]"
649,15,0,0,"(0, 18]"
650,15,0,0,"(0, 18]"
651,15,0,0,"(0, 18]"
652,15,0,0,"(0, 18]"
653,15,0,0,"(0, 18]"
654,15,0,0,"(0, 18]"
655,15,0,0,"(0, 18]"
656,15,0,0,"(0, 18]"
657,15,0,0,"(0, 18]"
658,15,0,0,"(0, 18]"
659,15,0,0,"(0, 18]"
660,15,0,0,"(0, 18]"
661,15,0,0,"(0, 18]"
662,15,0,0,"(0, 18]"
663,15,0,0,"(0, 18]"
664,15,0,0,"(0, 18]"
665,15,0,0,"(0, 18]"
666,15,0,0,"(0, 18]"
667,15,0,0,"(0, 18]"
668,15,0,0,"(0, 18]"
669,15,0,0,"(0, 18]"
670,15,0,0,"(0, 18]"
671,15,0,0,"(0, 18]"
672,15,0,0,"(0, 18]"
673,15,0,0,"(0, 18]"
674,15,0,0,"(0, 18]"
675,15,0,0,"(0, 18]"
676,15,0,0,"(0, 18]"
677,15,0,0,"(0, 18]"
678,15,0,0,"(0, 18]"
679,15,0,1,"(0, 18]"
680,15,0,1,"(0, 18]"
681,15,0,1,"(0, 18]"
682,15,0,1,"(0, 18]"
683,15,0,1,"(0, 18]"
684,15,0,1,"(0, 18]"
685,15,0,1,"(0, 18]"
686,15,0,1,"(0, 18]"
687,15,0,2,"(0, 18]"
688,15,0,2,"(0, 18]"
689,15,0,2,"(0, 18]"
690,15,0,2,"(0, 18]"
691,15,0,2,"(0, 18]"
692,15,0,3,"(0, 18]"
693,15,0,3,"(0, 18]"
694,15,0,3,"(0, 18]"
695,15,0,3,"(0, 18]"
696,15,0,3,"(0, 18]"
697,15,0,3,"(0, 18]"
698,15,0,3,"(0, 18]"
699,15,0,4,"(0, 18]"
700,15,0,4,"(0, 18]"
701,15,0,4,"(0, 18]"
702,15,0,4,"(0, 18]"
703,15,0,4,"(0, 18]"
704,15,1,0,"(0, 18]"
705,15,1,0,"(0, 18]"
706,15,1,0,"(0, 18]"
707,15,1,0,"(0, 18]"
708,15,1,0,"(0, 18]"
709,15,1,0,"(0, 18]"
710,15,1,0,"(0, 18]"
711,15,1,0,"(0, 18]"
712,15,1,0,"(0, 18]"
713,15,1,0,"(0, 18]"
714,15,1,0,"(0, 18]"
715,15,1,0,"(0, 18]"
716,15,1,0,"(0, 18]"
717,15,1,0,"(0, 18]"
718,15,1,0,"(0, 18]"
719,15,1,0,"(0, 18]"
720,15,1,0,"(0, 18]"
721,15,1,0,"(0, 18]"
722,15,1,0,"(0, 18]"
723,15,1,0,"(0, 18]"
724,15,1,0,"(0, 18]"
725,15,1,0,"(0, 18]"
726,15,1,0,"(0, 18]"
727,15,1,0,"(0, 18]"
728,15,1,0,"(0, 18]"
729,15,1,0,"(0, 18]"
730,15,1,0,"(0, 18]"
731,15,1,0,"(0, 18]"
732,15,1,0,"(0, 18]"
733,15,1,0,"(0, 18]"
734,15,1,0,"(0, 18]"
735,15,1,0,"(0, 18]"
736,15,1,0,"(0, 18]"
737,15,1,0,"(0, 18]"
738,15,1,0,"(0, 18]"
739,15,1,0,"(0, 18]"
740,15,1,0,"(0, 18]"
741,15,1,0,"(0, 18]"
742,15,1,0,"(0, 18]"
743,15,1,0,"(0, 18]"
744,15,1,0,"(0, 18]"
745,15,1,0,"(0, 18]"
746,15,1,0,"(0, 18]"
747,15,1,1,"(0, 18]"
748,15,1,1,"(0, 18]"
749,15,1,1,"(0, 18]"
750,15,1,1,"(0, 18]"
751,15,1,1,"(0, 18]"
752,15,1,1,"(0, 18]"
753,15,1,1,"(0, 18]"
754,15,1,1,"(0, 18]"
755,15,1,1,"(0, 18]"
756,15,1,1,"(0, 18]"
757,15,1,1,"(0, 18]"
758,15,1,1,"(0, 18]"
759,15,1,1,"(0, 18]"
760,15,1,2,"(0, 18]"
761,15,1,2,"(0, 18]"
762,15,1,2,"(0, 18]"
763,15,1,2,"(0, 18]"
764,15,1,2,"(0, 18]"
765,15,1,2,"(0, 18]"
766,15,1,2,"(0, 18]"
767,15,1,2,"(0, 18]"
768,15,1,2,"(0, 18]"
769,15,1,3,"(0, 18]"
770,15,1,3,"(0, 18]"
771,15,1,3,"(0, 18]"
772,15,1,3,"(0, 18]"
773,15,1,3,"(0, 18]"
774,15,1,3,"(0, 18]"
775,15,1,3,"(0, 18]"
776,15,1,3,"(0, 18]"
777,15,1,3,"(0, 18]"
778,15,1,3,"(0, 18]"
779,15,1,4,"(0, 18]"
780,15,1,4,"(0, 18]"
781,15,1,4,"(0, 18]"
782,15,1,4,"(0, 18]"
783,15,1,4,"(0, 18]"
784,15,1,4,"(0, 18]"
785,15,1,4,"(0, 18]"
786,15,1,4,"(0, 18]"
787,15,1,4,"(0, 18]"
788,15,1,4,"(0, 18]"
789,15,1,4,"(0, 18]"
790,15,1,4,"(0, 18]"
791,15,1,4,"(0, 18]"
792,15,1,4,"(0, 18]"
793,15,1,4,"(0, 18]"
794,15,1,4,"(0, 18]"
795,15,1,4,"(0, 18]"
796,15,1,4,"(0, 18]"
797,15,1,4,"(0, 18]"
798,16,0,0,"(0, 18]"
799,16,0,0,"(0, 18]"
800,16,0,0,"(0, 18]"
801,16,0,0,"(0, 18]"
802,16,0,0,"(0, 18]"
803,16,0,0,"(0, 18]"
804,16,0,0,"(0, 18]"
805,16,0,0,"(0, 18]"
806,16,0,0,"(0, 18]"
807,16,0,0,"(0, 18]"
808,16,0,0,"(0, 18]"
809,16,0,0,"(0, 18]"
810,16,0,0,"(0, 18]"
811,16,0,0,"(0, 18]"
812,16,0,0,"(0, 18]"
813,16,0,0,"(0, 18]"
814,16,0,0,"(0, 18]"
815,16,0,0,"(0, 18]"
816,16,0,0,"(0, 18]"
817,16,0,0,"(0, 18]"
818,16,0,0,"(0, 18]"
819,16,0,0,"(0, 18]"
820,16,0,0,"(0, 18]"
821,16,0,0,"(0, 18]"
